dim_red,kernal,num_iter,cs,gammas,degs,scores,pipes,times
PCA(n_components=100),linear,2000,0.01,1.0,4,0.7737,"Pipeline(steps=[('scaler', StandardScaler()),
                ('dim_red', PCA(n_components=100)),
                ('model', SVC(C=0.01, kernel='linear', max_iter=2000))],
         verbose=True)",43.79413318634033
PCA(n_components=100),linear,2000,0.01,1.0,4,0.7737,"Pipeline(steps=[('scaler', StandardScaler()),
                ('dim_red', PCA(n_components=100)),
                ('model', SVC(C=0.01, kernel='linear', max_iter=2000))],
         verbose=True)",43.79413318634033
PCA(n_components=100),linear,2000,0.01,scale,2,0.7878,"Pipeline(steps=[('scaler', StandardScaler()),
                ('dim_red', PCA(n_components=100)),
                ('model', SVC(C=0.01, kernel='linear', max_iter=2000))],
         verbose=True)",44.4444580078125
PCA(n_components=100),linear,2000,0.01,1.0,4,0.7737,"Pipeline(steps=[('scaler', StandardScaler()),
                ('dim_red', PCA(n_components=100)),
                ('model', SVC(C=0.01, kernel='linear', max_iter=2000))],
         verbose=True)",43.79413318634033
PCA(n_components=100),linear,2000,0.01,scale,2,0.7878,"Pipeline(steps=[('scaler', StandardScaler()),
                ('dim_red', PCA(n_components=100)),
                ('model', SVC(C=0.01, kernel='linear', max_iter=2000))],
         verbose=True)",44.4444580078125
PCA(n_components=100),linear,2000,0.01,0.1,9,0.7871,"Pipeline(steps=[('scaler', StandardScaler()),
                ('dim_red', PCA(n_components=100)),
                ('model', SVC(C=0.01, kernel='linear', max_iter=2000))],
         verbose=True)",44.337291955947876
PCA(n_components=100),linear,2000,0.01,1.0,4,0.7737,"Pipeline(steps=[('scaler', StandardScaler()),
                ('dim_red', PCA(n_components=100)),
                ('model', SVC(C=0.01, kernel='linear', max_iter=2000))],
         verbose=True)",43.79413318634033
PCA(n_components=100),linear,2000,0.01,scale,2,0.7878,"Pipeline(steps=[('scaler', StandardScaler()),
                ('dim_red', PCA(n_components=100)),
                ('model', SVC(C=0.01, kernel='linear', max_iter=2000))],
         verbose=True)",44.4444580078125
PCA(n_components=100),linear,2000,0.01,0.1,9,0.7871,"Pipeline(steps=[('scaler', StandardScaler()),
                ('dim_red', PCA(n_components=100)),
                ('model', SVC(C=0.01, kernel='linear', max_iter=2000))],
         verbose=True)",44.337291955947876
PCA(n_components=100),linear,2000,0.001,0.0001,6,0.7073,"Pipeline(steps=[('scaler', StandardScaler()),
                ('dim_red', PCA(n_components=100)),
                ('model', SVC(C=0.001, kernel='linear', max_iter=2000))],
         verbose=True)",54.11563801765442
PCA(n_components=100),linear,2000,0.01,1.0,4,0.7737,"Pipeline(steps=[('scaler', StandardScaler()),
                ('dim_red', PCA(n_components=100)),
                ('model', SVC(C=0.01, kernel='linear', max_iter=2000))],
         verbose=True)",43.79413318634033
PCA(n_components=100),linear,2000,0.01,scale,2,0.7878,"Pipeline(steps=[('scaler', StandardScaler()),
                ('dim_red', PCA(n_components=100)),
                ('model', SVC(C=0.01, kernel='linear', max_iter=2000))],
         verbose=True)",44.4444580078125
PCA(n_components=100),linear,2000,0.01,0.1,9,0.7871,"Pipeline(steps=[('scaler', StandardScaler()),
                ('dim_red', PCA(n_components=100)),
                ('model', SVC(C=0.01, kernel='linear', max_iter=2000))],
         verbose=True)",44.337291955947876
